tag,sex,mouseid,day,object,behavior,start,end,cohort,genotype,treatment
3518,M,3518M,3,2,gen sniff/poke,3:14,3:15,6,Rbp4-LMO3,CTZ
3518,M,3518M,3,2,direct sniff,1:01,1:02,6,Rbp4-LMO3,CTZ
3518,M,3518M,3,2,direct sniff,2:30,2:31,6,Rbp4-LMO3,CTZ
3518,M,3518M,3,2,direct sniff,5:04,5:05,6,Rbp4-LMO3,CTZ
3518,M,3518M,3,2,direct sniff,5:36,5:37,6,Rbp4-LMO3,CTZ
3518,M,3518M,3,2,direct sniff,8:01,8:04,6,Rbp4-LMO3,CTZ
3519,F,3519F,2,1,direct sniff,4:13,4:14,6,wt-LMO3,CTZ
3519,F,3519F,2,2,direct sniff,2:17,2:18,6,wt-LMO3,CTZ
3519,F,3519F,3,1,direct sniff,0:36,0:37,6,wt-LMO3,CTZ
3519,F,3519F,3,1,direct sniff,0:54,0:55,6,wt-LMO3,CTZ
3519,F,3519F,3,1,direct sniff,1:03,1:04,6,wt-LMO3,CTZ
3519,F,3519F,3,1,direct sniff,1:48,1:49,6,wt-LMO3,CTZ
3519,F,3519F,3,1,direct sniff,1:55,1:56,6,wt-LMO3,CTZ
3519,F,3519F,3,2,gen sniff/poke,0:14,0:15,6,wt-LMO3,CTZ
3519,F,3519F,3,2,direct sniff,1:12,1:13,6,wt-LMO3,CTZ
3520,F,3520F,2,1,gen sniff/poke,0:05,0:06,6,Rbp4-LMO3,CTZ
3520,F,3520F,2,1,gen sniff/poke,6:41,6:42,6,Rbp4-LMO3,CTZ
3520,F,3520F,2,1,direct sniff,1:05,1:06,6,Rbp4-LMO3,CTZ
3520,F,3520F,2,1,direct sniff,2:50,2:51,6,Rbp4-LMO3,CTZ
3520,F,3520F,2,1,direct sniff,2:57,2:58,6,Rbp4-LMO3,CTZ
3520,F,3520F,2,1,direct sniff,8:48,8:49,6,Rbp4-LMO3,CTZ
3520,F,3520F,2,1,direct sniff,9:05,9:06,6,Rbp4-LMO3,CTZ
3520,F,3520F,2,2,direct sniff,0:09,0:10,6,Rbp4-LMO3,CTZ
3520,F,3520F,2,2,direct sniff,0:31,0:32,6,Rbp4-LMO3,CTZ
3520,F,3520F,2,2,direct sniff,2:51,2:52,6,Rbp4-LMO3,CTZ
3520,F,3520F,2,2,direct sniff,3:03,3:03,6,Rbp4-LMO3,CTZ
3520,F,3520F,2,2,direct sniff,6:04,6:05,6,Rbp4-LMO3,CTZ
3520,F,3520F,2,2,direct sniff,6:20,6:21,6,Rbp4-LMO3,CTZ
3520,F,3520F,2,2,direct sniff,7:01,7:02,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,1,direct sniff,1:16,1:17,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,1,direct sniff,2:34,2:35,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,1,direct sniff,4:09,4:10,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,1,direct sniff,4:31,4:32,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,1,direct sniff,4:57,4:58,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,1,direct sniff,5:39,5:40,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,1,direct sniff,5:50,5:51,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,1,direct sniff,6:11,6:12,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,1,direct sniff,7:54,7:55,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,1,direct sniff,9:41,9:42,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,2,gen sniff/poke,1:26,1:27,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,2,direct sniff,3:48,3:49,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,2,direct sniff,4:18,4:19,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,2,direct sniff,4:38,4:39,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,2,direct sniff,7:56,7:57,6,Rbp4-LMO3,CTZ
3521,F,3521F,2,1,climbing,2:01,2:02,6,wt-LMO3,CTZ
3521,F,3521F,2,1,climbing,3:33,3:34,6,wt-LMO3,CTZ
3521,F,3521F,2,1,climbing,6:33,6:34,6,wt-LMO3,CTZ
3521,F,3521F,2,1,direct sniff,9:35,9:36,6,wt-LMO3,CTZ
3521,F,3521F,2,2,climbing,4:53,4:55,6,wt-LMO3,CTZ
3521,F,3521F,2,2,climbing,5:52,5:53,6,wt-LMO3,CTZ
3521,F,3521F,2,2,climbing,6:12,6:13,6,wt-LMO3,CTZ
3521,F,3521F,2,2,climbing,7:20,7:21,6,wt-LMO3,CTZ
3521,F,3521F,2,2,climbing,9:41,9:42,6,wt-LMO3,CTZ
3521,F,3521F,2,2,gen sniff/poke,1:40,1:41,6,wt-LMO3,CTZ
3521,F,3521F,2,2,direct sniff,0:14,0:15,6,wt-LMO3,CTZ
3521,F,3521F,2,2,direct sniff,5:47,5:48,6,wt-LMO3,CTZ
3521,F,3521F,3,1,climbing,0:40,0:41,6,wt-LMO3,CTZ
3521,F,3521F,3,1,climbing,1:21,1:23,6,wt-LMO3,CTZ
3521,F,3521F,3,1,climbing,3:17,3:18,6,wt-LMO3,CTZ
3521,F,3521F,3,1,climbing,3:51,3:52,6,wt-LMO3,CTZ
3521,F,3521F,3,1,climbing,8:08,8:09,6,wt-LMO3,CTZ
3521,F,3521F,3,1,climbing,9:06,9:07,6,wt-LMO3,CTZ
3521,F,3521F,3,1,gen sniff/poke,2:28,2:29,6,wt-LMO3,CTZ
3521,F,3521F,3,1,gen sniff/poke,4:45,4:46,6,wt-LMO3,CTZ
3521,F,3521F,3,1,gen sniff/poke,5:27,5:28,6,wt-LMO3,CTZ
3521,F,3521F,3,2,climbing,1:27,1:28,6,wt-LMO3,CTZ
3521,F,3521F,3,2,climbing,4:50,4:51,6,wt-LMO3,CTZ
3521,F,3521F,3,2,climbing,9:33,9:34,6,wt-LMO3,CTZ
3521,F,3521F,3,2,gen sniff/poke,3:57,3:58,6,wt-LMO3,CTZ
3521,F,3521F,3,2,gen sniff/poke,5:40,5:41,6,wt-LMO3,CTZ
3521,F,3521F,3,2,direct sniff,2:58,2:59,6,wt-LMO3,CTZ
3522,M,3522M ,2,1,climbing,2:56,2:57,7,Rbp4-LMO3,CTZ
3522,M,3522M ,2,1,climbing,5:18,5:19,7,Rbp4-LMO3,CTZ
3522,M,3522M ,2,1,gen sniff/poke,0:11,0:12,7,Rbp4-LMO3,CTZ
3522,M,3522M ,2,1,gen sniff/poke,6:42,6:44,7,Rbp4-LMO3,CTZ
3522,M,3522M ,2,1,direct sniff,0:26,0:27,7,Rbp4-LMO3,CTZ
3522,M,3522M ,2,1,direct sniff,4:26,4:27,7,Rbp4-LMO3,CTZ
3522,M,3522M ,2,2,climbing,6:20,6:24,7,Rbp4-LMO3,CTZ
3522,M,3522M ,2,2,gen sniff/poke,1:18,1:19,7,Rbp4-LMO3,CTZ
3522,M,3522M ,2,2,gen sniff/poke,4:24,4:25,7,Rbp4-LMO3,CTZ
3522,M,3522M ,2,2,direct sniff,1:16,1:17,7,Rbp4-LMO3,CTZ
3522,M,3522M ,2,2,direct sniff,2:47,2:48,7,Rbp4-LMO3,CTZ
3522,M,3522M ,3,1,climbing,1:04,1:06,7,Rbp4-LMO3,CTZ
3522,M,3522M ,3,1,direct sniff,2:26,2:27,7,Rbp4-LMO3,CTZ
3522,M,3522M ,3,2,climbing,1:09,1:10,7,Rbp4-LMO3,CTZ
3522,M,3522M ,3,2,climbing,3:15,3:17,7,Rbp4-LMO3,CTZ
3522,M,3522M ,3,2,climbing,3:22,3:23,7,Rbp4-LMO3,CTZ
3522,M,3522M ,3,2,climbing,3:35,3:36,7,Rbp4-LMO3,CTZ
3522,M,3522M ,3,2,climbing,8:45,8:46,7,Rbp4-LMO3,CTZ
3522,M,3522M ,3,2,gen sniff/poke,0:07,0:08,7,Rbp4-LMO3,CTZ
3523,M,3523M ,2,1,direct sniff,1:45,1:46,7,Rbp4-LMO3,CTZ
3523,M,3523M ,2,1,direct sniff,2:06,2:07,7,Rbp4-LMO3,CTZ
3523,M,3523M ,2,1,direct sniff,3:16,3:18,7,Rbp4-LMO3,CTZ
3523,M,3523M ,2,1,direct sniff,9:18,9:19,7,Rbp4-LMO3,CTZ
3523,M,3523M ,2,2,direct sniff,0:25,0:26,7,Rbp4-LMO3,CTZ
3523,M,3523M ,2,2,direct sniff,2:16,2:17,7,Rbp4-LMO3,CTZ
3523,M,3523M ,2,2,direct sniff,2:26,2:27,7,Rbp4-LMO3,CTZ
3523,M,3523M ,2,2,direct sniff,4:52,4:53,7,Rbp4-LMO3,CTZ
3523,M,3523M ,2,2,direct sniff,5:14,5:16,7,Rbp4-LMO3,CTZ
3523,M,3523M ,2,2,direct sniff,6:25,6:26,7,Rbp4-LMO3,CTZ
3523,M,3523M ,3,1,climbing,5:27,5:29,7,Rbp4-LMO3,CTZ
3523,M,3523M ,3,1,climbing,6:20,6:21,7,Rbp4-LMO3,CTZ
3523,M,3523M ,3,1,climbing,7:37,7:38,7,Rbp4-LMO3,CTZ
3523,M,3523M ,3,2,climbing,3:10,3:11,7,Rbp4-LMO3,CTZ
3523,M,3523M ,3,2,climbing,5:51,5:52,7,Rbp4-LMO3,CTZ
3523,M,3523M ,3,2,direct sniff,0:27,0:28,7,Rbp4-LMO3,CTZ
3523,M,3523M ,3,2,direct sniff,2:24,2:26,7,Rbp4-LMO3,CTZ
3523,M,3523M ,3,2,direct sniff,5:41,5:42,7,Rbp4-LMO3,CTZ
3524,F,3524F,2,1,climbing,5:55,5:57,7,wt-LMO3,CTZ
3524,F,3524F,2,1,climbing,6:06,6:07,7,wt-LMO3,CTZ
3524,F,3524F,2,1,climbing,6:39,6:40,7,wt-LMO3,CTZ
3524,F,3524F,2,1,climbing,6:52,6:54,7,wt-LMO3,CTZ
3524,F,3524F,2,1,gen sniff/poke,1:03,1:04,7,wt-LMO3,CTZ
3524,F,3524F,2,1,gen sniff/poke,2:30,2:31,7,wt-LMO3,CTZ
3524,F,3524F,2,1,gen sniff/poke,3:51,3:52,7,wt-LMO3,CTZ
3524,F,3524F,2,1,direct sniff,5:53,5:54,7,wt-LMO3,CTZ
3524,F,3524F,2,1,direct sniff,5:58,5:59,7,wt-LMO3,CTZ
3524,F,3524F,2,1,direct sniff,6:35,6:36,7,wt-LMO3,CTZ
3524,F,3524F,2,1,direct sniff,6:37,6:38,7,wt-LMO3,CTZ
3524,F,3524F,2,2,climbing,3:37,3:38,7,wt-LMO3,CTZ
3524,F,3524F,2,2,climbing,6:24,6:27,7,wt-LMO3,CTZ
3524,F,3524F,2,2,gen sniff/poke,2:40,2:41,7,wt-LMO3,CTZ
3524,F,3524F,2,2,gen sniff/poke,3:24,3:35,7,wt-LMO3,CTZ
3524,F,3524F,2,2,gen sniff/poke,4:45,4:46,7,wt-LMO3,CTZ
3524,F,3524F,2,2,direct sniff,1:08,1:09,7,wt-LMO3,CTZ
3524,F,3524F,2,2,direct sniff,3:09,3:10,7,wt-LMO3,CTZ
3524,F,3524F,2,2,direct sniff,3:33,3:34,7,wt-LMO3,CTZ
3524,F,3524F,2,2,direct sniff,5:16,5:17,7,wt-LMO3,CTZ
3524,F,3524F,3,1,climbing,0:27,0:28,7,wt-LMO3,CTZ
3524,F,3524F,3,1,climbing,0:56,0:57,7,wt-LMO3,CTZ
3524,F,3524F,3,1,climbing,1:21,1:22,7,wt-LMO3,CTZ
3524,F,3524F,3,1,climbing,2:20,2:21,7,wt-LMO3,CTZ
3524,F,3524F,3,1,climbing,2:24,2:25,7,wt-LMO3,CTZ
3524,F,3524F,3,1,climbing,4:59,5:00,7,wt-LMO3,CTZ
3524,F,3524F,3,1,climbing,6:33,6:34,7,wt-LMO3,CTZ
3524,F,3524F,3,1,climbing,6:54,6:56,7,wt-LMO3,CTZ
3524,F,3524F,3,1,climbing,9:09,9:10,7,wt-LMO3,CTZ
3524,F,3524F,3,1,climbing,9:46,9:47,7,wt-LMO3,CTZ
3524,F,3524F,3,2,climbing,0:48,0:49,7,wt-LMO3,CTZ
3524,F,3524F,3,2,climbing,2:51,2:55,7,wt-LMO3,CTZ
3524,F,3524F,3,2,climbing,3:33,3:34,7,wt-LMO3,CTZ
3524,F,3524F,3,2,climbing,3:48,3:49,7,wt-LMO3,CTZ
3524,F,3524F,3,2,climbing,5:59,6:00,7,wt-LMO3,CTZ
3524,F,3524F,3,2,direct sniff,4:05,4:08,7,wt-LMO3,CTZ
3524,F,3524F,3,2,direct sniff,6:59,7:02,7,wt-LMO3,CTZ
3524,F,3524F,3,2,direct sniff,9:05,9:07,7,wt-LMO3,CTZ
3525,F,3525F,2,1,climbing,1:54,1:55,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,1,climbing,2:17,2:18,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,1,climbing,6:56,6:58,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,1,climbing,7:14,7:15,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,1,climbing,7:19,7:20,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,1,climbing,8:10,8:11,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,1,climbing,8:31,8:34,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,1,gen sniff/poke,5:17,5:18,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,1,gen sniff/poke,8:08,8:09,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,1,gen sniff/poke,8:25,8:26,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,1,direct sniff,0:14,0:15,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,1,direct sniff,0:53,0:54,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,1,direct sniff,7:12,7:13,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,1,direct sniff,8:29,8:31,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,1,direct sniff,9:53,9:54,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,2,climbing,1:41,1:43,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,2,climbing,2:06,2:07,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,2,climbing,2:41,2:42,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,2,gen sniff/poke,0:41,0:42,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,2,gen sniff/poke,3:01,3:02,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,2,gen sniff/poke,6:49,6:50,7,Rbp4-LMO3,CTZ
3525,F,3525F,2,2,gen sniff/poke,8:21,8:22,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,1,climbing,0:12,0:14,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,1,climbing,1:24,1:27,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,1,climbing,1:51,1:52,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,1,climbing,5:00,5:01,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,1,climbing,7:56,7:57,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,1,climbing,9:32,9:34,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,1,gen sniff/poke,3:57,3:58,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,1,direct sniff,4:59,5:00,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,2,climbing,0:02,0:03,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,2,climbing,0:47,0:49,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,2,climbing,0:55,0:57,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,2,climbing,3:05,3:06,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,2,climbing,5:19,5:21,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,2,climbing,5:54,5:55,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,2,climbing,8:00,8:02,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,2,climbing,8:12,8:14,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,2,climbing,8:47,8:52,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,2,gen sniff/poke,9:37,9:40,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,2,direct sniff,3:03,3:04,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,2,direct sniff,9:44,9:45,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,2,direct sniff,9:48,9:50,7,Rbp4-LMO3,CTZ
3525,F,3525F,3,2,direct sniff,9:53,9:56,7,Rbp4-LMO3,CTZ
3551,F,3551F,2,1,climbing,4:56,4:57,7,Rbp4-LMO3,CTZ
3551,F,3551F,2,1,direct sniff,0:27,0:28,7,Rbp4-LMO3,CTZ
3551,F,3551F,2,2,climbing,3:39,3:42,7,Rbp4-LMO3,CTZ
3551,F,3551F,2,2,climbing,6:32,6:34,7,Rbp4-LMO3,CTZ
3551,F,3551F,2,2,gen sniff/poke,1:40,1:41,7,Rbp4-LMO3,CTZ
3551,F,3551F,2,2,gen sniff/poke,6:30,6:31,7,Rbp4-LMO3,CTZ
3551,F,3551F,2,2,direct sniff,1:57,1:58,7,Rbp4-LMO3,CTZ
3551,F,3551F,2,2,direct sniff,5:46,5:47,7,Rbp4-LMO3,CTZ
3551,F,3551F,2,2,direct sniff,6:40,6:41,7,Rbp4-LMO3,CTZ
3551,F,3551F,2,2,direct sniff,8:05,8:06,7,Rbp4-LMO3,CTZ
3551,F,3551F,3,1,climbing,2:40,2:43,7,Rbp4-LMO3,CTZ
3551,F,3551F,3,1,climbing,4:11,4:12,7,Rbp4-LMO3,CTZ
3551,F,3551F,3,1,climbing,5:52,5:53,7,Rbp4-LMO3,CTZ
3551,F,3551F,3,1,climbing,8:00,8:02,7,Rbp4-LMO3,CTZ
3551,F,3551F,3,1,gen sniff/poke,8:31,8:32,7,Rbp4-LMO3,CTZ
3551,F,3551F,3,2,climbing,5:14,5:15,7,Rbp4-LMO3,CTZ
3551,F,3551F,3,2,climbing,5:41,5:44,7,Rbp4-LMO3,CTZ
3551,F,3551F,3,2,climbing,7:41,7:49,7,Rbp4-LMO3,CTZ
3551,F,3551F,3,2,climbing,9:42,9:44,7,Rbp4-LMO3,CTZ
3551,F,3551F,3,2,direct sniff,3:06,3:07,7,Rbp4-LMO3,CTZ
3551,F,3551F,3,2,direct sniff,7:50,7:52,7,Rbp4-LMO3,CTZ
3552,F,3552F,2,1,climbing,2:52,2:53,7,Rbp4-LMO3,CTZ
3552,F,3552F,2,1,climbing,3:44,3:46,7,Rbp4-LMO3,CTZ
3552,F,3552F,2,1,climbing,8:36,8:38,7,Rbp4-LMO3,CTZ
3552,F,3552F,2,1,climbing,8:52,8:53,7,Rbp4-LMO3,CTZ
3552,F,3552F,2,1,gen sniff/poke,3:15,3:16,7,Rbp4-LMO3,CTZ
3552,F,3552F,2,1,direct sniff,2:50,2:52,7,Rbp4-LMO3,CTZ
3552,F,3552F,2,1,direct sniff,4:02,4:04,7,Rbp4-LMO3,CTZ
3552,F,3552F,2,2,climbing,7:51,7:52,7,Rbp4-LMO3,CTZ
3552,F,3552F,2,2,gen sniff/poke,5:02,5:03,7,Rbp4-LMO3,CTZ
3552,F,3552F,2,2,direct sniff,0:29,0:30,7,Rbp4-LMO3,CTZ
3552,F,3552F,2,2,direct sniff,2:42,2:43,7,Rbp4-LMO3,CTZ
3552,F,3552F,3,1,climbing,2:29,2:31,7,Rbp4-LMO3,CTZ
3552,F,3552F,3,1,climbing,4:13,4:16,7,Rbp4-LMO3,CTZ
3552,F,3552F,3,1,climbing,5:19,5:20,7,Rbp4-LMO3,CTZ
3552,F,3552F,3,1,climbing,9:24,9:29,7,Rbp4-LMO3,CTZ
3552,F,3552F,3,1,climbing,9:31,9:33,7,Rbp4-LMO3,CTZ
3552,F,3552F,3,1,direct sniff,2:25,2:27,7,Rbp4-LMO3,CTZ
3552,F,3552F,3,1,direct sniff,3:38,3:39,7,Rbp4-LMO3,CTZ
3552,F,3552F,3,2,climbing,8:30,8:33,7,Rbp4-LMO3,CTZ
3552,F,3552F,3,2,climbing,8:35,8:38,7,Rbp4-LMO3,CTZ
3552,F,3552F,3,2,climbing,9:37,9:43,7,Rbp4-LMO3,CTZ
3552,F,3552F,3,2,climbing,9:50,9:51,7,Rbp4-LMO3,CTZ
3552,F,3552F,3,2,direct sniff,3:00,3:01,7,Rbp4-LMO3,CTZ
3552,F,3552F,3,2,direct sniff,8:42,8:44,7,Rbp4-LMO3,CTZ
3553,F,3553F,2,1,climbing,0:52,0:53,7,wt-LMO3,CTZ
3553,F,3553F,2,1,climbing,3:10,3:11,7,wt-LMO3,CTZ
3553,F,3553F,2,1,climbing,8:27,8:28,7,wt-LMO3,CTZ
3553,F,3553F,2,1,gen sniff/poke,5:06,5:07,7,wt-LMO3,CTZ
3553,F,3553F,2,1,gen sniff/poke,6:27,6:28,7,wt-LMO3,CTZ
3553,F,3553F,2,1,gen sniff/poke,6:58,6:59,7,wt-LMO3,CTZ
3553,F,3553F,2,1,direct sniff,0:49,0:50,7,wt-LMO3,CTZ
3553,F,3553F,2,1,direct sniff,3:42,3:43,7,wt-LMO3,CTZ
3553,F,3553F,2,2,climbing,5:30,5:33,7,wt-LMO3,CTZ
3553,F,3553F,2,2,climbing,5:37,5:40,7,wt-LMO3,CTZ
3553,F,3553F,2,2,gen sniff/poke,0:22,0:23,7,wt-LMO3,CTZ
3553,F,3553F,2,2,gen sniff/poke,2:02,2:03,7,wt-LMO3,CTZ
3553,F,3553F,2,2,gen sniff/poke,2:10,2:11,7,wt-LMO3,CTZ
3553,F,3553F,2,2,gen sniff/poke,4:34,4:38,7,wt-LMO3,CTZ
3553,F,3553F,2,2,gen sniff/poke,5:50,5:52,7,wt-LMO3,CTZ
3553,F,3553F,2,2,gen sniff/poke,9:19,9:20,7,wt-LMO3,CTZ
3553,F,3553F,2,2,direct sniff,9:22,9:23,7,wt-LMO3,CTZ
3553,F,3553F,3,1,climbing,0:33,0:34,7,wt-LMO3,CTZ
3553,F,3553F,3,1,climbing,3:21,3:23,7,wt-LMO3,CTZ
3553,F,3553F,3,1,climbing,5:15,5:16,7,wt-LMO3,CTZ
3553,F,3553F,3,1,climbing,8:18,8:23,7,wt-LMO3,CTZ
3553,F,3553F,3,1,climbing,9:56,9:58,7,wt-LMO3,CTZ
3553,F,3553F,3,1,gen sniff/poke,1:45,1:46,7,wt-LMO3,CTZ
3553,F,3553F,3,1,gen sniff/poke,1:59,2:00,7,wt-LMO3,CTZ
3553,F,3553F,3,1,gen sniff/poke,2:07,2:08,7,wt-LMO3,CTZ
3553,F,3553F,3,1,direct sniff,2:14,2:15,7,wt-LMO3,CTZ
3553,F,3553F,3,2,climbing,0:40,0:41,7,wt-LMO3,CTZ
3553,F,3553F,3,2,climbing,3:14,3:16,7,wt-LMO3,CTZ
3553,F,3553F,3,2,climbing,3:32,3:33,7,wt-LMO3,CTZ
3553,F,3553F,3,2,gen sniff/poke,1:14,1:15,7,wt-LMO3,CTZ
3553,F,3553F,3,2,direct sniff,1:03,1:04,7,wt-LMO3,CTZ
3553,F,3553F,3,2,direct sniff,6:13,6:14,7,wt-LMO3,CTZ
3554,M,3554M,2,1,climbing,3:55,3:56,8,Rbp4-LMO3,CTZ
3554,M,3554M,2,1,gen sniff/poke,0:48,0:49,8,Rbp4-LMO3,CTZ
3554,M,3554M,2,1,gen sniff/poke,4:43,4:44,8,Rbp4-LMO3,CTZ
3554,M,3554M,2,1,gen sniff/poke,5:25,5:26,8,Rbp4-LMO3,CTZ
3554,M,3554M,2,1,gen sniff/poke,8:42,8:43,8,Rbp4-LMO3,CTZ
3554,M,3554M,2,1,direct sniff,0:12,0:13,8,Rbp4-LMO3,CTZ
3554,M,3554M,2,2,climbing,0:42,0:45,8,Rbp4-LMO3,CTZ
3554,M,3554M,2,2,climbing,3:38,3:40,8,Rbp4-LMO3,CTZ
3554,M,3554M,2,2,direct sniff,5:37,5:38,8,Rbp4-LMO3,CTZ
3554,M,3554M,2,2,direct sniff,9:00,9:01,8,Rbp4-LMO3,CTZ
3554,M,3554M,3,1,climbing,4:14,4:15,8,Rbp4-LMO3,CTZ
3554,M,3554M,3,1,gen sniff/poke,4:16,4:17,8,Rbp4-LMO3,CTZ
3554,M,3554M,3,2,direct sniff,0:33,0:34,8,Rbp4-LMO3,CTZ
3554,M,3554M,3,2,direct sniff,1:34,1:35,8,Rbp4-LMO3,CTZ
3554,M,3554M,3,2,direct sniff,3:29,3:30,8,Rbp4-LMO3,CTZ
3554,M,3554M,3,2,direct sniff,4:03,4:05,8,Rbp4-LMO3,CTZ
3554,M,3554M,3,2,direct sniff,4:26,4:27,8,Rbp4-LMO3,CTZ
3554,M,3554M,3,2,direct sniff,4:29,4:30,8,Rbp4-LMO3,CTZ
3554,M,3554M,3,2,direct sniff,4:36,4:37,8,Rbp4-LMO3,CTZ
3555,M,3555M,2,1,climbing,7:58,8:01,8,wt-LMO3,CTZ
3555,M,3555M,2,1,climbing,9:52,9:53,8,wt-LMO3,CTZ
3555,M,3555M,2,1,climbing,9:55,9:56,8,wt-LMO3,CTZ
3555,M,3555M,2,1,direct sniff,2:53,2:54,8,wt-LMO3,CTZ
3555,M,3555M,2,1,direct sniff,5:37,5:38,8,wt-LMO3,CTZ
3555,M,3555M,2,1,direct sniff,9:42,9:27,8,wt-LMO3,CTZ
3555,M,3555M,2,1,direct sniff,9:49,9:50,8,wt-LMO3,CTZ
3555,M,3555M,2,2,gen sniff/poke,2:35,2:36,8,wt-LMO3,CTZ
3555,M,3555M,2,2,direct sniff,2:42,2:43,8,wt-LMO3,CTZ
3555,M,3555M,3,1,climbing,3:04,3:05,8,wt-LMO3,CTZ
3555,M,3555M,3,2,climbing,4:19,4:26,8,wt-LMO3,CTZ
3555,M,3555M,3,2,climbing,4:58,4:59,8,wt-LMO3,CTZ
3555,M,3555M,3,2,direct sniff,4:03,4:04,8,wt-LMO3,CTZ
3555,M,3555M,3,2,direct sniff,4:15,4:17,8,wt-LMO3,CTZ
3555,M,3555M,3,2,direct sniff,7:15,7:16,8,wt-LMO3,CTZ
3556,F,3556F,2,1,climbing,2:10,2:11,8,wt-LMO3,CTZ
3556,F,3556F,2,1,gen sniff/poke,2:20,2:21,8,wt-LMO3,CTZ
3556,F,3556F,2,1,gen sniff/poke,8:39,8:42,8,wt-LMO3,CTZ
3556,F,3556F,2,1,direct sniff,3:20,3:27,8,wt-LMO3,CTZ
3556,F,3556F,2,1,direct sniff,5:43,5:44,8,wt-LMO3,CTZ
3556,F,3556F,2,1,direct sniff,8:24,8:25,8,wt-LMO3,CTZ
3556,F,3556F,2,2,climbing,1:54,1:56,8,wt-LMO3,CTZ
3556,F,3556F,2,2,climbing,2:07,2:09,8,wt-LMO3,CTZ
3556,F,3556F,2,2,climbing,2:57,2:58,8,wt-LMO3,CTZ
3556,F,3556F,2,2,climbing,3:46,3:50,8,wt-LMO3,CTZ
3556,F,3556F,2,2,climbing,9:02,9:06,8,wt-LMO3,CTZ
3556,F,3556F,2,2,climbing,9:14,9:16,8,wt-LMO3,CTZ
3556,F,3556F,2,2,direct sniff,4:21,4:22,8,wt-LMO3,CTZ
3556,F,3556F,2,2,direct sniff,8:57,9:00,8,wt-LMO3,CTZ
3556,F,3556F,2,2,direct sniff,9:10,9:12,8,wt-LMO3,CTZ
3556,F,3556F,3,1,climbing,3:37,3:38,8,wt-LMO3,CTZ
3556,F,3556F,3,1,climbing,9:30,9:33,8,wt-LMO3,CTZ
3556,F,3556F,3,2,climbing,3:23,3:25,8,wt-LMO3,CTZ
3556,F,3556F,3,2,climbing,3:34,3:35,8,wt-LMO3,CTZ
3556,F,3556F,3,2,climbing,4:36,4:38,8,wt-LMO3,CTZ
